movie_ID,movie_title,duration,color,title_year,country,language,content_rating,budget_USD,gross_USD,net_USD,profitable,director_name,director_top20?,director_facebook?,director_facebook_likes,actor_1_name,actor_top20?,actor_1_facebook?,actor_1_facebook_likes,actor_2_name,actor_top20?,actor_2_facebook?,actor_2_facebook_likes,actor_3_name,actor_top20?,actor_3_facebook?,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook?,movie_facebook_likes;,facenumber_in_poster,num_voted_users,num_user_for_reviews,imdb_score,imdb_top_250
770,The Wiz,118,1,1978,USA,English,G,24000000,13000000,-11000000,0,Sidney Lumet,0,0,0,Lena Horne,0,1,738,Diana Ross,0,1,295,Theresa Merritt,0,1,227,1458,0,0,0,10895,150,5.2,0
771,Play It to the Bone,124,1,1999,USA,English,R,24000000,8427204,-15572796,0,Ron Shelton,0,1,41,Willie Garson,0,1,512,Robert Wagner,0,1,481,Lolita Davidovich,0,1,197,1523,1,153,0,10100,59,5.4,0
772,I Don't Know How She Does It,89,1,2011,USA,English,PG-13,24000000,9639242,-14360758,0,Douglas McGrath,0,1,41,Olivia Munn,0,1,2000,Busy Philipps,0,1,1000,Jessica Szohr,0,1,847,5470,0,0,0,16437,68,4.9,0
773,Piranha 3D,88,1,2010,USA,English,R,24000000,25003072,1003072,1,Alexandre Aja,0,1,192,Adam Scott,0,1,3000,Kelly Brook,0,1,859,Jessica Szohr,0,1,847,5737,1,13000,0,72552,374,5.5,0
774,The Princess and the Cobbler,80,1,1993,UK,English,G,28000000,669276,-27330724,0,Richard Williams,0,1,18,Donald Pleasence,0,1,742,Kenneth Williams,0,1,83,Clive Revill,0,1,73,1088,1,408,0,2541,47,7.2,0
775,Howl's Moving Castle,119,1,2004,Japan,Japanese,PG,24000000,4710455,-19289545,0,Hayao Miyazaki,0,1,6000,Christian Bale,1,1,23000,Blythe Danner,0,1,713,Jean Simmons,0,1,422,24263,1,13000,0,214091,330,8.2,1
776,King Kong,201,1,2005,New Zealand,English,PG-13,207000000,218051260,11051260,1,Peter Jackson,0,0,0,Naomi Watts,0,1,6000,Thomas Kretschmann,0,1,919,Evan Parke,0,1,84,7122,0,0,0,316020,2618,7.2,0
777,The Waterboy,90,0,1998,USA,English,PG-13,20000000,161487252,141487252,1,Frank Coraci,0,1,153,Adam Sandler,0,1,11000,Clint Howard,0,1,1000,Peter Dante,0,1,427,13823,0,0,0,119450,300,6.1,0
778,Star Wars: Episode V - The Empire Strikes Back,127,1,1980,USA,English,PG,18000000,290158751,272158751,1,Irvin Kershner,0,1,883,Harrison Ford,1,1,11000,Kenny Baker,0,1,504,Anthony Daniels,0,1,441,12643,1,17000,0,837759,900,8.8,1
779,Bad Boys,119,1,1995,USA,English,R,19000000,65807024,46807024,1,Michael Bay,1,0,0,Will Smith,0,1,10000,Tch??ky Karyo,0,1,345,Theresa Randle,0,1,244,11013,0,0,0,172405,203,6.8,0
780,Pitch Black,112,1,2000,USA,English,R,23000000,39235088,16235088,1,David Twohy,0,1,123,Vin Diesel,0,1,14000,Radha Mitchell,0,1,991,Cole Hauser,0,1,787,16196,1,5000,0,193962,805,7.1,0
781,Chasing Liberty,101,1,2004,USA,English,PG-13,23000000,12189514,-10810486,0,Andy Cadiff,0,1,3,Annabella Sciorra,0,1,448,Stark Sands,0,1,143,Terence Maynard,0,1,120,829,0,0,0,30092,129,6.1,0
782,Jaws: The Revenge,92,1,1987,USA,English,PG-13,23000000,20763013,-2236987,0,Joseph Sargent,0,1,114,Judith Barsi,0,1,912,Mario Van Peebles,0,1,535,Lynn Whitfield,0,1,434,2355,0,0,0,30840,383,2.8,0
783,The End of the Affair,102,1,1999,UK,English,R,23000000,10660147,-12339853,0,Neil Jordan,0,1,277,Stephen Rea,0,1,327,Ian Hart,0,1,261,James Bolam,0,1,57,672,0,0,0,17740,165,7.2,0
784,1408,114,1,2007,USA,English,PG-13,25000000,71975611,46975611,1,Mikael H??fstr??m,0,1,101,Drew Powell,0,1,129,Kim Thomson,0,1,25,Alexandra Silber,0,1,23,214,1,11000,0,209396,580,6.8,0
785,The Water Diviner,111,1,2014,Australia,English,R,22500000,4190530,-18309470,0,Russell Crowe,0,0,0,Cem Yilmaz,0,1,523,Ryan Corr,0,1,468,Steve Bastoni,0,1,234,1795,1,18000,0,53341,185,7.1,0
786,Ghost,127,1,1990,USA,English,PG-13,22000000,217631306,195631306,1,Jerry Zucker,0,1,109,Demi Moore,0,1,2000,Tony Goldwyn,0,1,956,Phil Leeds,0,1,71,3100,0,0,0,154199,252,7,0
787,The Santa Clause,97,1,1994,USA,English,PG,22000000,144833357,122833357,1,John Pasquin,0,1,11,Judge Reinhold,0,1,901,Eric Lloyd,0,1,775,Peter Boyle,0,1,595,2790,0,0,0,64742,111,6.4,0
788,The Rookie,127,1,2002,USA,English,G,20000000,75597042,55597042,1,John Lee Hancock,0,1,102,Dennis Quaid,0,1,2000,Jay Hernandez,0,1,1000,Angus T. Jones,0,1,1000,6657,0,0,0,26434,174,7,0
789,The Game Plan,110,1,2007,USA,English,PG,22000000,90636983,68636983,1,Andy Fickman,0,1,99,Dwayne Johnson,0,1,12000,Kyra Sedgwick,0,1,941,Madison Pettis,0,1,835,15170,0,0,0,44021,83,6.2,0
790,The Bridges of Madison County,135,1,1995,USA,English,PG-13,35000000,70960517,35960517,1,Clint Eastwood,1,1,16000,Clint Eastwood,0,1,16000,Meryl Streep,0,1,11000,Debra Monk,0,1,86,27237,0,0,0,54631,192,7.5,0
791,The Net,114,1,1995,USA,English,PG-13,22000000,50728000,28728000,1,Irwin Winkler,0,1,34,Ken Howard,0,1,649,Jeremy Northam,0,1,327,Ray McKinnon,0,1,287,1725,0,0,0,48909,166,5.8,0
792,I Am Sam,132,1,2001,USA,English,PG-13,22000000,40270895,18270895,1,Jessie Nelson,0,1,24,Dianne Wiest,0,1,967,Loretta Devine,0,1,912,Richard Schiff,0,1,506,3152,1,15000,0,121937,431,7.6,0
793,Underworld,133,1,2003,UK,English,R,22000000,51483949,29483949,1,Len Wiseman,0,1,235,Sophia Myles,0,1,955,Kevin Grevioux,0,1,593,Shane Brolly,0,1,105,1777,0,0,0,208092,806,7,0
794,Shadowlands,115,1,1993,UK,English,PG,22000000,25842000,3842000,1,Richard Attenborough,0,0,0,Anthony Hopkins,1,1,12000,James Frain,0,1,1000,Julian Fellowes,0,1,266,13619,1,2000,0,13455,87,7.4,0
795,Deuce Bigalow: European Gigolo,83,1,2005,USA,English,R,22000000,22264487,264487,1,Mike Bigelow,0,1,2,Carlos Ponce,0,1,591,Eddie Griffin,0,1,489,Charles Keating,0,1,137,1729,1,887,0,41239,166,4.6,0
796,Summer of Sam,142,1,1999,USA,English,R,22000000,19283782,-2716218,0,Spike Lee,1,0,0,Mira Sorvino,0,1,978,Jennifer Esposito,0,1,911,Mike Starr,0,1,854,5386,0,0,0,31227,354,6.6,0
797,Josie and the Pussycats,98,1,2001,Canada,English,PG-13,22000000,14252830,-7747170,0,Harry Elfont,0,1,4,Rosario Dawson,0,1,3000,Paulo Costanzo,0,1,486,Aries Spears,0,1,83,3769,0,0,0,18900,242,5.3,0
798,RoboCop 3,104,1,1993,USA,English,PG-13,23500000,10696210,-12803790,0,Fred Dekker,0,1,87,CCH Pounder,0,1,1000,Rip Torn,0,1,826,Mako,0,1,691,3148,1,716,0,35018,180,3.9,0
799,Megiddo: The Omega Code 2,104,1,2001,USA,English,PG-13,22000000,5974653,-16025347,0,Brian Trenchard-Smith,0,1,53,Michael Biehn,0,1,2000,Udo Kier,0,1,595,Franco Nero,0,1,576,4221,1,158,0,2253,111,4.1,0
800,Dudley Do-Right,77,1,1999,USA,English,PG,22000000,9694105,-12305895,0,Hugh Wilson,0,1,37,Brendan Fraser,0,1,3000,Alex Rocco,0,1,968,Eric Idle,0,1,795,5568,1,272,0,8176,77,3.8,0
801,The Transporter Refueled,96,1,2015,France,English,PG-13,25000000,16027866,-8972134,0,Camille Delamarre,0,1,11,Ed Skrein,0,1,805,No??mie Lenoir,0,1,173,Radivoje Bukvic,0,1,150,1411,0,0,0,26767,121,5.1,0
802,Joyeux Noel,116,1,2005,France,French,PG-13,22000000,1050445,-20949555,0,Christian Carion,0,1,13,Gary Lewis,0,1,203,Dany Boon,0,1,172,Ian Richardson,0,1,140,773,1,11000,0,21394,147,7.8,0
803,Out of the Furnace,116,1,2013,USA,English,R,22000000,11326836,-10673164,0,Scott Cooper,0,1,108,Christian Bale,1,1,23000,Sam Shepard,0,1,820,Dendrie Taylor,0,1,120,24134,1,17000,0,83171,231,6.8,0
804,Michael Clayton,119,1,2007,USA,English,R,25000000,49024969,24024969,1,Tony Gilroy,0,1,209,Tom Wilkinson,0,1,1000,Denis O'Hare,0,1,896,Sydney Pollack,0,1,521,3284,0,0,0,133367,363,7.3,0
805,To Rome with Love,112,1,2012,USA,English,R,17000000,16684352,-315648,0,Woody Allen,1,1,11000,Ornella Muti,0,1,385,Judy Davis,0,1,223,Alessandra Mastronardi,0,1,159,1205,1,18000,0,67893,163,6.3,0
806,Death at a Funeral,87,1,2007,USA,English,R,9000000,8579684,-420316,0,Frank Oz,0,0,0,Peter Dinklage,0,1,22000,Ewen Bremner,0,1,557,Kris Marshall,0,1,548,24324,0,0,0,89547,199,7.4,0
807,Teenage Mutant Ninja Turtles III,96,1,1993,USA,English,PG,17000000,42660000,25660000,1,Stuart Gillard,0,1,8,Paige Turco,0,1,533,John Aylward,0,1,219,Matt Hill,0,1,199,1254,1,1000,0,25086,87,4.8,0
808,Silver Linings Playbook,122,1,2012,USA,English,R,21000000,132088910,111088910,1,David O. Russell,0,1,737,Jennifer Lawrence,0,1,34000,Robert De Niro,1,1,22000,Bradley Cooper,0,1,14000,72115,1,117000,0,533607,692,7.8,0
809,The Transporter,92,1,2002,France,English,PG-13,21000000,25296447,4296447,1,Louis Leterrier,0,1,255,Jason Statham,0,1,26000,Qi Shu,0,1,1000,Matt Schulze,0,1,447,27572,0,0,0,237248,460,6.8,0
810,The Beaver,91,1,2011,USA,English,PG-13,21000000,958319,-20041681,0,Jodie Foster,0,0,0,Jennifer Lawrence,0,1,34000,Cherry Jones,0,1,242,Riley Thomas Stewart,0,1,220,34705,1,17000,0,39764,148,6.7,0
811,eXistenZ,115,1,1999,Canada,English,R,31000000,2840417,-28159583,0,David Cronenberg,0,0,0,Jennifer Jason Leigh,0,1,1000,Sarah Polley,0,1,900,Callum Rennie,0,1,716,2990,1,6000,0,77493,527,6.8,0
812,Close Encounters of the Third Kind,135,1,1977,USA,English,PG,19400870,128300000,108899130,1,Steven Spielberg,1,1,14000,Bob Balaban,0,1,559,Teri Garr,0,1,481,Melinda Dillon,0,1,252,1591,0,0,0,139288,339,7.7,0
813,Pulse,90,1,2006,USA,English,PG-13,20000000,20259297,259297,1,Jim Sonzero,0,1,2,Ian Somerhalder,0,1,16000,Christina Milian,0,1,1000,Rick Gonzalez,0,1,807,19952,0,0,0,24969,258,4.7,0
814,The Silence of the Lambs,138,1,1991,USA,English,R,19000000,130727000,111727000,1,Jonathan Demme,0,1,438,Anthony Hopkins,1,1,12000,Scott Glenn,0,1,826,Anthony Heald,0,1,173,13184,1,40000,0,887467,916,8.6,1
815,Jaws 2,131,1,1978,USA,English,PG,20000000,102922376,82922376,1,Jeannot Szwarc,0,1,82,Roy Scheider,0,1,813,Murray Hamilton,0,1,366,Joseph Mascolo,0,1,85,1520,0,0,0,51314,265,5.7,0
816,The Conjuring,112,1,2013,USA,English,R,20000000,137387272,117387272,1,James Wan,0,0,0,Mackenzie Foy,0,1,6000,Lili Taylor,0,1,960,Hayley McFarland,0,1,697,9049,1,131000,0,300110,807,7.5,0
817,Tammy,100,1,2014,USA,English,R,20000000,84518155,64518155,1,Ben Falcone,0,1,265,Gary Cole,0,1,989,Mark Duplass,0,1,830,Ben Falcone,0,1,265,2654,1,11000,0,35965,144,4.9,0
818,Disturbia,105,1,2007,USA,English,PG-13,20000000,80050171,60050171,1,D.J. Caruso,0,1,154,Sarah Roemer,0,1,884,Aaron Yoo,0,1,617,Jose Pablo Cantillo,0,1,501,2287,0,0,0,186984,491,6.9,0
819,Mortal Kombat,101,1,1995,USA,English,PG-13,18000000,70360285,52360285,1,Paul W.S. Anderson,0,1,545,Christopher Lambert,0,1,1000,Cary-Hiroyuki Tagawa,0,1,1000,Bridgette Wilson-Sampras,0,1,545,3816,0,0,0,81783,283,5.8,0
820,Wicker Park,114,1,2004,USA,English,PG-13,30000000,12831121,-17168879,0,Paul McGuigan,0,1,118,Jessica Par??,0,1,489,Christopher Cousins,0,1,93,Mark Camacho,0,1,40,679,0,0,0,44979,298,7,0
821,The Descendants,115,1,2011,USA,English,R,20000000,82624961,62624961,1,Alexander Payne,0,1,729,Shailene Woodley,0,1,8000,Nick Krause,0,1,727,Beau Bridges,0,1,552,9578,1,22000,0,205284,439,7.3,0
822,Holes,117,0,2003,USA,English,PG,20000000,67325559,47325559,1,Andrew Davis,0,1,99,Tim Blake Nelson,0,1,596,Zane Holtz,0,1,265,Ski Carr,0,1,165,1293,0,0,0,58222,331,7.1,0
823,12 Years a Slave,134,1,2013,USA,English,R,20000000,56667870,36667870,1,Steve McQueen,0,0,0,Quvenzhan?? Wallis,0,1,2000,Scoot McNairy,0,1,660,Taran Killam,0,1,500,4251,1,83000,0,439176,695,8.1,1
824,Drumline,118,1,2002,USA,English,PG-13,20000000,56398162,36398162,1,Charles Stone III,0,1,30,Leonard Roberts,0,1,962,Nick Cannon,0,1,593,Jason Weaver,0,1,284,2390,1,2000,0,28649,185,5.7,0
825,Edward Scissorhands,105,1,1990,USA,English,PG-13,20000000,56362352,36362352,1,Tim Burton,1,1,13000,Johnny Depp,1,1,40000,Dianne Wiest,0,1,967,Conchata Ferrell,0,1,658,42330,1,16000,0,357581,588,7.9,0
826,Me Before You,110,1,2016,UK,English,PG-13,20000000,56154094,36154094,1,Thea Sharrock,0,1,17,Sam Claflin,0,1,11000,Emilia Clarke,0,1,10000,Brendan Coyle,0,1,418,21852,1,51000,0,44723,130,7.6,0
827,Date Movie,85,1,2006,USA,English,PG-13,20000000,48546578,28546578,1,Aaron Seltzer,0,1,64,Alyson Hannigan,0,1,3000,Carmen Electra,0,1,869,Fred Willard,0,1,729,6539,1,806,0,50415,613,2.7,0
828,Selma,128,1,2014,UK,English,PG-13,20000000,52066000,32066000,1,Ava DuVernay,0,1,151,David Oyelowo,0,1,1000,Tom Wilkinson,0,1,1000,Oprah Winfrey,0,1,852,3869,1,22000,0,61114,212,7.5,0
829,The Jungle Book 2,72,1,2003,USA,English,G,20000000,47887943,27887943,1,Steve Trenbirth,0,0,0,Haley Joel Osment,0,1,3000,Phil Collins,0,1,455,Tony Jay,0,1,384,4480,1,227,0,11634,58,5.4,0
830,Boogeyman,89,1,2005,USA,English,PG-13,20000000,46363118,26363118,1,Stephen Kay,0,1,19,Barry Watson,0,1,526,Skye McCole Bartusiak,0,1,392,Charles Mesure,0,1,349,1383,1,1000,0,25960,389,4.1,0
831,Premonition,96,1,2007,USA,English,PG-13,20000000,47852604,27852604,1,Mennan Yapo,0,1,9,Nia Long,0,1,826,Amber Valletta,0,1,626,Marc Macaulay,0,1,107,1825,0,0,0,62364,337,5.9,0
832,The Tigger Movie,77,1,2000,USA,English,G,30000000,45542421,15542421,1,Jun Falkenstein,0,1,25,Kath Soucie,0,1,304,John Fiedler,0,1,253,Ken Sansom,0,1,16,575,1,347,0,13319,53,6.3,0
833,Max,111,1,2015,USA,English,PG,20000000,42652003,22652003,1,Boaz Yakin,0,1,132,Jay Hernandez,0,1,1000,Joseph Julian Soria,0,1,465,Edgar Arreola,0,1,455,2851,1,33000,0,18915,87,6.8,0
834,Conan the Barbarian,129,1,1982,USA,English,R,20000000,37567440,17567440,1,John Milius,0,1,468,William Smith,0,1,919,Mako,0,1,691,Sandahl Bergman,0,1,183,2024,0,0,0,113068,337,6.9,0
835,The Grudge 2,137,1,2006,USA,English,PG-13,20000000,39143839,19143839,1,Takashi Shimizu,0,1,70,Sarah Michelle Gellar,0,1,4000,Sarah Roemer,0,1,884,Matthew Knight,0,1,464,5746,1,930,0,38658,284,5,0
836,Doubt,104,1,2008,USA,English,PG-13,20000000,33422556,13422556,1,John Patrick Shanley,0,1,53,Philip Seymour Hoffman,0,1,22000,Meryl Streep,0,1,11000,Carrie Preston,0,1,652,33903,0,0,0,99236,321,7.5,0
837,Texas Chainsaw 3D,92,1,2013,USA,English,R,11000000,34334256,23334256,1,John Luessenhop,0,1,34,Gunnar Hansen,0,1,383,Keram Malicki-S??nchez,0,1,333,Shaun Sipos,0,1,322,1945,1,16000,0,35131,255,4.8,0
838,Copycat,123,1,1995,USA,English,R,20000000,32051917,12051917,1,Jon Amiel,0,1,36,William McNamara,0,1,10000,Holly Hunter,0,1,1000,Harry Connick Jr.,0,1,631,12338,0,0,0,42315,140,6.6,0
839,Ghost Ship,91,1,2002,USA,English,R,35000000,30079316,-4920684,0,Steve Beck,0,1,17,Isaiah Washington,0,1,534,Ron Eldard,0,1,385,Francesca Rettondini,0,1,78,1083,0,0,0,75920,474,5.5,0
840,High Fidelity,113,1,2000,UK,English,R,20000000,27277055,7277055,1,Stephen Frears,0,1,350,Drake Bell,0,1,1000,Lili Taylor,0,1,960,Lisa Bonet,0,1,619,3141,1,10000,0,143137,602,7.6,0
841,The Bank Job,111,1,2008,UK,English,R,20000000,30028592,10028592,1,Roger Donaldson,0,1,79,Jason Statham,0,1,26000,Saffron Burrows,0,1,811,Daniel Mays,0,1,287,27755,0,0,0,152247,189,7.3,0
842,Daybreakers,98,1,2009,Australia,English,R,20000000,29975979,9975979,1,Michael Spierig,0,1,35,Jay Laga'aia,0,1,125,Damien Garvey,0,1,37,Tiffany Lamb,0,1,16,189,0,0,0,105797,281,6.5,0
843,Stay Alive,75,1,2006,USA,English,PG-13,9000000,23078294,14078294,1,William Brent Bell,0,1,19,Adam Goldberg,0,1,1000,Frankie Muniz,0,1,934,Samaire Armstrong,0,1,806,3590,0,0,0,25870,281,5.1,0
844,Alpha and Omega,90,1,2010,USA,English,PG,20000000,25077977,5077977,1,Anthony Bell,0,0,0,Kevin Sussman,0,1,681,Larry Miller,0,1,611,Christine Lakin,0,1,518,2486,0,0,0,10986,84,5.3,0
845,The Covenant,97,1,2006,USA,English,PG-13,20000000,23292105,3292105,1,Renny Harlin,1,1,212,Laura Ramsey,0,1,960,Kyle Schmid,0,1,917,Toby Hemingway,0,1,637,3261,1,3000,0,39541,334,5.3,0
846,To Die For,106,1,1995,USA,English,R,20000000,21200000,1200000,1,Gus Van Sant,0,1,835,Kurtwood Smith,0,1,1000,Wayne Knight,0,1,967,Holland Taylor,0,1,458,3598,1,1000,0,34774,162,6.8,0
847,Nerve,96,1,2016,USA,English,PG-13,20000000,28876924,8876924,1,Henry Joost,0,1,24,Samira Wiley,0,1,646,Marc John Jefferies,0,1,441,Emily Meade,0,1,374,1780,0,0,0,4303,35,7.1,0
848,Vampires,104,1,1998,USA,English,R,20000000,20241395,241395,1,John Carpenter,1,0,0,Sheryl Lee,0,1,2000,Cary-Hiroyuki Tagawa,0,1,1000,Maximilian Schell,0,1,877,5123,0,0,0,42664,403,6.1,0
849,Endless Love,104,1,2014,USA,English,PG-13,20000000,23393765,3393765,1,Shana Feste,0,1,19,Alex Pettyfer,0,1,15000,Bruce Greenwood,0,1,989,Rhys Wakefield,0,1,942,18760,0,0,0,31323,76,6.3,0
850,Under the Rainbow,98,1,1981,USA,English,PG,20000000,8500000,-11500000,0,Steve Rash,0,1,15,Mako,0,1,691,Adam Arkin,0,1,374,Billy Barty,0,1,281,1761,1,501,0,2061,34,5.4,0
851,Into the Wild,148,1,2007,USA,English,R,15000000,18352454,3352454,1,Sean Penn,0,0,0,Kristen Stewart,0,1,17000,William Hurt,0,1,882,Hal Holbrook,0,1,826,18752,1,76000,0,426359,760,8.2,1
852,Silent Hill: Revelation 3D,95,1,2012,France,English,R,20000000,17529157,-2470843,0,Michael J. Bassett,0,1,83,Radha Mitchell,0,1,991,Deborah Kara Unger,0,1,494,Martin Donovan,0,1,206,2173,1,25000,0,49888,220,5,0
853,Pooh's Heffalump Movie,68,1,2005,USA,English,G,20000000,18081626,-1918374,0,Frank Nissen,0,0,0,Kath Soucie,0,1,304,Brenda Blethyn,0,1,286,John Fiedler,0,1,253,861,1,264,0,4180,32,6.4,0
854,The Kite Runner,128,1,2007,USA,Dari,PG-13,20000000,15797907,-4202093,0,Marc Forster,0,1,395,Mustafa Haidari,0,1,283,Shaun Toub,0,1,206,Khalid Abdalla,0,1,161,904,0,0,0,68119,230,7.6,0
855,21 Grams,124,1,2003,USA,English,R,20000000,16248701,-3751299,0,Alejandro G. I?§??rritu,0,0,0,Naomi Watts,0,1,6000,Eddie Marsan,0,1,979,Danny Huston,0,1,430,7567,0,0,0,189683,559,7.7,0
856,Paparazzi,84,1,2004,USA,English,PG-13,20000000,15712072,-4287928,0,Paul Abascal,0,1,2,Cole Hauser,0,1,787,Tom Hollander,0,1,555,Kelly Carlson,0,1,472,2915,1,269,0,13210,138,5.8,0
857,Disaster Movie,88,1,2008,USA,English,PG-13,25000000,14174654,-10825346,0,Jason Friedberg,0,1,82,Carmen Electra,0,1,869,Tony Cox,0,1,624,Ike Barinholtz,0,1,329,2857,0,0,0,74945,359,1.9,0
858,Crank: High Voltage,96,1,2009,USA,English,R,20000000,13630226,-6369774,0,Mark Neveldine,0,1,83,Jason Statham,0,1,26000,Clifton Collins Jr.,0,1,968,David Carradine,0,1,926,30541,0,0,0,112516,223,6.2,0
859,One Night with the King,123,1,2006,USA,English,PG,20000000,13391174,-6608826,0,Michael O. Sajbel,0,1,6,James Callis,0,1,541,Tiffany Dupont,0,1,249,Nimrat Kaur,0,1,85,908,0,0,0,5796,177,6.3,0
860,Let Me In,116,1,2010,UK,English,R,20000000,12134420,-7865580,0,Matt Reeves,0,1,198,Chlo?? Grace Moretz,0,1,17000,Dylan Minnette,0,1,1000,Kodi Smit-McPhee,0,1,884,20258,1,25000,0,92237,366,7.2,0
861,3 Ninjas Kick Back,93,1,1994,USA,English,PG,20000000,11784000,-8216000,0,Charles T. Kanganis,0,1,18,Victor Wong,0,1,400,Dustin Nguyen,0,1,220,Don Stark,0,1,181,1151,1,444,0,6701,26,4.3,0
862,We're No Angels,106,1,1989,USA,English,PG-13,20000000,10555348,-9444652,0,Neil Jordan,0,1,277,Robert De Niro,1,1,22000,Demi Moore,0,1,2000,James Russo,0,1,383,24887,1,855,0,17349,42,6,0
863,Everyone Says I Love You,101,1,1996,USA,English,R,20000000,9714482,-10285518,0,Woody Allen,1,1,11000,Natasha Lyonne,0,1,1000,Gaby Hoffmann,0,1,612,Jeff DeRocker,0,1,2,1614,0,0,0,30083,140,6.8,0
864,Death at a Funeral,87,1,2007,USA,English,R,9000000,8579684,-420316,0,Frank Oz,0,0,0,Peter Dinklage,0,1,22000,Ewen Bremner,0,1,557,Kris Marshall,0,1,548,24324,0,0,0,89547,199,7.4,0
865,Death Sentence,111,1,2007,USA,English,R,20000000,9525276,-10474724,0,James Wan,0,0,0,Aisha Tyler,0,1,856,Kelly Preston,0,1,742,Edi Gathegi,0,1,725,3309,0,0,0,60156,299,6.8,0
866,Inherent Vice,148,1,2014,USA,English,R,20000000,8093318,-11906682,0,Paul Thomas Anderson,0,0,0,Martin Dew,0,1,204,Katherine Waterston,0,1,178,Serena Scott Thomas,0,1,175,707,1,18000,0,61935,242,6.7,0
867,Doogal,77,1,2006,USA,English,G,20000000,7382993,-12617007,0,Dave Borthwick,0,1,3,Jimmy Fallon,0,1,787,Kylie Minogue,0,1,690,Jon Stewart,0,1,593,2185,1,346,0,3851,114,2.8,0
868,Willard,100,1,2003,Canada,English,PG-13,22000000,6852144,-15147856,0,Glen Morgan,0,1,17,Laura Harring,0,1,669,Ty Olsson,0,1,429,Jackie Burroughs,0,1,86,1267,0,0,0,15169,213,6.2,0
869,Little Boy,106,1,2015,Mexico,English,PG-13,20000000,6420319,-13579681,0,Alejandro Monteverde,0,1,38,Tom Wilkinson,0,1,1000,Cary-Hiroyuki Tagawa,0,1,1000,Michael Rapaport,0,1,975,5705,1,15000,0,15978,122,7.4,0
870,A Scanner Darkly,100,1,2006,USA,English,R,8700000,5480996,-3219004,0,Richard Linklater,0,0,0,Robert Downey Jr.,1,1,21000,Keanu Reeves,0,1,18000,Rory Cochrane,0,1,407,39507,0,0,0,89383,293,7.1,0
871,Alone in the Dark,94,1,2005,Canada,English,R,20000000,5132655,-14867345,0,Uwe Boll,0,1,892,Catherine Lough Haggquist,0,1,310,Darren Shahlavi,0,1,294,Karin Konoval,0,1,81,838,1,1000,0,37626,521,2.3,0
872,A Most Violent Year,125,1,2014,USA,English,R,20000000,5749134,-14250866,0,J.C. Chandor,0,1,78,David Oyelowo,0,1,1000,Ashley Williams,0,1,969,Albert Brooks,0,1,745,3979,0,0,0,45799,180,7,0
873,Flash of Genius,119,1,2008,USA,English,PG-13,20000000,4234040,-15765960,0,Marc Abraham,0,1,18,Dylan Authors,0,1,20,Bill Lake,0,1,18,Victoria Learn,0,1,9,64,0,0,0,14301,45,7,0
874,I'm Not There.,135,0,2007,USA,English,R,20000000,4001121,-15998879,0,Todd Haynes,0,1,162,Christian Bale,1,1,23000,Heath Ledger,0,1,13000,Tyrone Benskin,0,1,228,36398,0,0,0,48346,230,7,0
875,Princess Mononoke,134,1,1997,Japan,Japanese,PG-13,2400000000,2298191,-2397701809,0,Hayao Miyazaki,0,1,6000,Minnie Driver,0,1,893,Jada Pinkett Smith,0,1,851,Billy Crudup,0,1,745,2710,1,11000,0,221552,570,8.4,1
876,Can't Stop the Music,124,1,1980,USA,English,PG,20000000,2000000,-18000000,0,Nancy Walker,0,1,42,Steve Guttenberg,0,1,801,Randy Jones,0,1,174,Caitlyn Jenner,0,1,161,1462,1,1000,0,2998,74,4.5,0
877,The Oogieloves in the Big Balloon Adventure,88,1,2012,USA,English,G,20000000,1064277,-18935723,0,Matthew Diamond,0,1,12,Chazz Palminteri,0,1,979,Garrett Clayton,0,1,532,Toni Braxton,0,1,231,1978,1,831,0,14015,83,6.7,0
878,By the Sea,122,1,2015,USA,English,R,10000000,531009,-9468991,0,Angelina Jolie Pitt,0,1,11000,Brad Pitt,1,1,11000,Angelina Jolie Pitt,0,1,11000,Melvil Poupaud,0,1,188,22319,0,0,0,7976,61,5.3,0
879,The Game of Their Lives,101,1,2005,USA,English,PG,20000000,375474,-19624526,0,David Anspaugh,0,1,25,Gerard Butler,0,1,18000,Costas Mandylor,0,1,723,Jimmy Jean-Louis,0,1,407,20354,1,445,0,2613,46,6.2,0
880,The Painted Veil,125,1,2006,China,Mandarin,PG-13,19400000,8047690,-11352310,0,John Curran,0,1,43,Toby Jones,0,1,2000,Sally Hawkins,0,1,594,Alan David,0,1,7,2608,0,0,0,77656,220,7.5,0
881,Bad Teacher,97,1,2011,USA,English,R,20000000,100292856,80292856,1,Jake Kasdan,0,1,52,Justin Timberlake,0,1,3000,John Michael Higgins,0,1,957,Phyllis Smith,0,1,384,5547,1,16000,0,160418,296,5.7,0
882,Scream,103,1,1996,USA,English,R,15000000,103001286,88001286,1,Wes Craven,0,0,0,David Arquette,0,1,611,W. Earl Brown,0,1,422,Roger Jackson,0,1,157,1212,1,11000,0,222018,869,7.2,0
883,Thir13en Ghosts,91,1,2001,USA,English,R,20000000,41867960,21867960,1,Steve Beck,0,1,17,Shannon Elizabeth,0,1,1000,Embeth Davidtz,0,1,795,F. Murray Abraham,0,1,670,3023,0,0,0,65512,478,5.5,0
